5,0,95,47,200
5,0,55,57,200
5,0,51,70,200
5,0,65,83,200
5,0,77,44,200
5,0,37,37,200
5,0,18,14,200
5,0,96,4,200
5,0,33,96,200
5,0,2,85,200
5,0,6,34,200
5,0,47,21,200
5,0,21,82,200
5,0,44,10,200
5,0,54,20,200
5,0,40,22,200
5,0,96,17,200
5,0,65,51,200
5,0,18,87,200
5,0,85,27,200
5,0,79,96,200
5,0,53,58,200
5,0,48,55,200
5,0,50,77,200
5,0,44,33,200
5,0,25,94,200
5,0,19,58,200
5,0,4,62,200
5,0,88,83,200
5,0,97,68,200
5,0,78,13,200
5,0,64,67,200
5,0,44,9,200
5,0,5,92,200
5,0,20,84,200
5,0,2,42,200
5,0,11,80,200
5,0,42,66,200
5,0,52,43,200
5,0,41,62,200
5,0,29,64,200
5,0,91,97,200
5,0,49,80,200
5,0,81,69,200
5,0,64,3,200
5,0,29,44,200
5,0,1,48,200
5,0,56,68,200
5,0,61,36,200
5,0,0,84,200
5,0,30,62,200
5,0,30,65,200
5,0,89,25,200
5,0,70,43,200
5,0,36,42,200
5,0,69,17,200
5,0,6,17,200
5,0,28,93,200
5,0,53,52,200
5,0,58,64,200
5,0,60,31,200
5,0,86,42,200
5,0,6,45,200
5,0,20,40,200
5,0,94,30,200
5,0,55,83,200
5,0,35,42,200
5,0,43,20,200
5,0,92,9,200
5,0,0,58,200
5,0,77,26,200
5,0,93,20,200
5,0,90,43,200
5,0,13,46,200
5,0,64,37,200
5,0,85,78,200
5,0,96,22,200
5,0,33,97,200
5,0,16,8,200
5,0,66,78,200
5,0,41,86,200
5,0,91,20,200
5,0,42,9,200
5,0,38,46,200
5,0,23,94,200
5,0,67,96,200
5,0,14,42,200
5,0,18,27,200
5,0,73,60,200
5,0,58,99,200
5,0,50,68,200
5,0,2,60,200
5,0,80,52,200
5,0,60,35,200
5,0,31,61,200
5,0,85,84,200
5,0,61,91,200
5,0,73,63,200
5,0,88,53,200
5,0,14,4,200
5,0,32,93,200
5,0,10,22,200
5,0,31,69,200
5,0,70,56,200
5,0,23,80,200
5,0,6,50,200
5,0,82,25,200
5,0,34,27,200
5,0,48,10,200
5,0,75,67,200
5,0,46,11,200
5,0,72,7,200
5,0,57,6,200
5,0,34,70,200
5,0,13,26,200
5,0,1,61,200
5,0,21,38,200
5,0,51,5,200
5,0,6,38,200
5,0,1,56,200
5,0,58,61,200
5,0,41,82,200
5,0,28,10,200
5,0,92,47,200
5,0,49,63,200
5,0,94,58,200
5,0,42,28,200
5,0,84,71,200
5,0,65,71,200
5,0,40,3,200
5,0,70,24,200
5,0,7,83,200
5,0,18,42,200
5,0,94,46,200
5,0,85,97,200
5,0,66,51,200
5,0,64,7,200
5,0,54,72,200
5,0,0,6,200
5,0,22,3,200
5,0,8,96,200
5,0,40,49,200
5,0,4,82,200
5,0,51,35,200
5,0,37,99,200
5,0,69,77,200
5,0,20,0,200
5,0,94,82,200
5,0,40,32,200
5,0,38,35,200
5,0,75,4,200
5,0,69,82,200
5,0,48,47,200
5,0,27,95,200
5,0,56,0,200
5,0,51,30,200
5,0,95,67,200
5,0,85,11,200
5,0,54,13,200
5,0,81,99,200
5,0,95,86,200
5,0,73,45,200
5,0,91,68,200
5,0,95,87,200
5,0,65,54,200
5,0,78,10,200
5,0,81,6,200
5,0,48,13,200
5,0,88,39,200
5,0,98,94,200
5,0,16,38,200
5,0,65,86,200
5,0,47,45,200
5,0,49,13,200
5,0,34,61,200
5,0,68,38,200
5,0,32,88,200
5,0,21,57,200
5,0,63,89,200
5,0,69,7,200
5,0,68,2,200
5,0,43,31,200
5,0,2,94,200
5,0,42,17,200
5,0,33,3,200
5,0,68,57,200
5,0,69,71,200
5,0,76,18,200
5,0,32,58,200
5,0,35,86,200
5,0,40,20,200
5,0,6,51,200
5,0,4,40,200
5,0,82,53,200
5,0,23,98,200
5,0,6,62,200
5,0,16,35,200
5,0,69,94,200
5,0,92,48,200
5,0,53,95,200
5,0,52,37,200
5,0,42,89,200
5,0,63,68,200
5,0,29,16,200
5,0,3,71,200
5,0,61,18,200
5,0,55,58,200
5,0,67,98,200
5,0,53,50,200
5,0,23,23,200
5,0,62,53,200
5,0,85,94,200
5,0,39,0,200
5,0,73,99,200
5,0,66,16,200
5,0,46,91,200
5,0,16,14,200
5,0,97,97,200
5,0,87,55,200
5,0,7,73,200
5,0,43,65,200
5,0,74,78,200
5,0,89,30,200
5,0,53,10,200
5,0,9,14,200
5,0,50,10,200
5,0,95,70,200
5,0,92,36,200
5,0,18,39,200
5,0,49,36,200
5,0,91,78,200
5,0,17,36,200
5,0,93,55,200
5,0,17,58,200
5,0,87,95,200
5,0,47,94,200
5,0,48,31,200
5,0,44,42,200
5,0,28,20,200
5,0,48,73,200
5,0,50,59,200
5,0,51,12,200
5,0,15,48,200
5,0,55,75,200
5,0,51,72,200
5,0,81,48,200
5,0,47,91,200
5,0,55,13,200
5,0,48,97,200
5,0,11,31,200
5,0,9,52,200
5,0,15,24,200
5,0,92,98,200
5,0,58,29,200
5,0,56,5,200
5,0,78,41,200
5,0,27,22,200
5,0,54,90,200
5,0,45,90,200
5,0,63,9,200
5,0,28,43,200
5,0,17,23,200
5,0,64,24,200
5,0,94,74,200
5,0,52,71,200
5,0,35,54,200
5,0,20,63,200
5,0,48,9,200
5,0,34,32,200
5,0,8,25,200
5,0,74,75,200
5,0,44,78,200
5,0,59,70,200
5,0,92,28,200
5,0,98,47,200
5,0,7,44,200
5,0,70,86,200
5,0,51,79,200
5,0,85,86,200
5,0,24,3,200
5,0,22,29,200
5,0,66,29,200
5,0,93,11,200
5,0,19,44,200
5,0,49,78,200
5,0,73,78,200
5,0,26,89,200
5,0,10,90,200
5,0,46,1,200
5,0,65,78,200
5,0,21,19,200
5,0,21,24,200
5,0,24,91,200
5,0,4,99,200
5,0,19,42,200
5,0,55,97,200
5,0,36,12,200
5,0,19,93,200
5,0,39,65,200
5,0,16,39,200
5,0,31,87,200
5,0,79,50,200
5,0,68,98,200
5,0,66,94,200
5,0,61,17,200
5,0,29,65,200
5,0,18,73,200
5,0,59,38,200
5,0,83,8,200
5,0,98,67,200
5,0,11,45,200
5,0,20,87,200
5,0,25,75,200
5,0,79,3,200
5,0,81,26,200
5,0,33,43,200
5,0,82,73,200
5,0,38,41,200
5,0,20,80,200
5,0,67,82,200
5,0,65,70,200
5,0,97,98,200
5,0,34,16,200
5,0,57,80,200
5,0,48,22,200
5,0,41,40,200
5,0,13,1,200
5,0,9,59,200
5,0,7,53,200
5,0,11,27,200
5,0,55,84,200
5,0,86,48,200
5,0,1,82,200
5,0,30,74,200
5,0,39,69,200
5,0,72,20,200
5,0,69,64,200
5,0,41,71,200
5,0,84,49,200
5,0,83,60,200
5,0,99,46,200
5,0,75,3,200
5,0,63,70,200
5,0,68,0,200
5,0,75,35,200
5,0,62,72,200
5,0,4,58,200
5,0,57,63,200
5,0,30,1,200
5,0,19,75,200
5,0,96,43,200
5,0,70,72,200
5,0,47,37,200
5,0,39,43,200
5,0,80,31,200
5,0,18,65,200
5,0,34,94,200
5,0,42,64,200
5,0,18,54,200
5,0,61,27,200
5,0,0,48,200
5,0,7,49,200
5,0,60,57,200
5,0,85,3,200
5,0,33,46,200
5,0,98,59,200
5,0,4,13,200
5,0,80,32,200
5,0,46,33,200
5,0,72,36,200
5,0,78,84,200
5,0,25,50,200
5,0,36,64,200
